,fcs,fcs_staple_days,fcs_pulses_days,fcs_vegetables_days,fcs_fruit_days,fcs_meat_fish_days,fcs_dairy_days,fcs_sugar_days,fcs_oil_days,fcs_condiments_days,shock_noshock,shock_sicknessordeathofhh,shock_lostemplorwork,shock_otherintrahhshock,shock_higherfoodprices,shock_higherfuelprices,shock_mvtrestrict,shock_othereconomicshock,shock_pestoutbreak,shock_plantdisease,shock_animaldisease,shock_napasture,shock_othercropandlivests,shock_coldtemporhail,shock_flood,shock_hurricane,shock_drought,shock_earthquake,shock_landslides,shock_firenatural,shock_othernathazard,shock_violenceinsecconf,shock_theftofprodassets,shock_firemanmade,shock_othermanmadehazard,cs_sold_more_animals_yes,cs_borrowed_money_yes,cs_sold_prod_assets_yes,cs_begged_yes,adm1_pcode,inter_round
0,36.76593823172391,4.47956899979786,1.5392319254490776,2.3637229050608535,1.597153026230543,0.28399794701328,4.850574182381088,2.893762947232142,4.451261519792144,5.959880980197398,0.04693964605638715,0.25972481735030956,0.2507229921528647,0.14994116239124822,0.5827650657571608,0.12573612901800726,0.059454725683532744,0.2558615525826228,0.0404633554441778,0.9081801949127146,0.32448457008136966,-0.18621338811401916,-0.1467156749056377,0.042809354019557634,0.17319330789393372,0.009589207091845818,0.7358814747143556,0.42461181002861753,0.14708849812885091,-0.0008358711599269399,0.12404010430056246,-0.003798923682770766,-0.06744212175316498,0.2946269933919484,0.010888345914647959,0.0816974517390033,0.877421969720321,0.1419389562072102,0.11049291802063353,AF01,7.0
1,48.01943965021889,5.711806018019361,1.7686546942174204,4.207732146543068,1.2171753671928491,1.3198094430703045,3.660816368260258,3.5127390045082127,4.186847918902096,5.937463542935599,0.02440078210497011,0.14580130639103883,0.26916595140679134,-0.04891581305660465,0.4499376069591127,-0.024742723806758418,-0.0026165507908022362,-0.04365357859657302,0.007051377517309713,0.45399048513435697,0.17770309223079167,-0.02104526610045749,0.0416229302282186,-0.007710427234437771,0.27721417699239204,0.06069833892836274,0.2915544744458844,-0.0007248177059572726,-0.04844807837937966,0.010632581396551091,0.09168594694089922,-0.04149935545703241,0.012806195791055677,0.031078656719040754,-0.051104538126876285,0.5473559058577572,0.8273509787820228,-0.040868636639882855,0.12825117215243592,AF02,7.0
2,42.85110155612999,4.080927093431239,0.5736121756771344,3.1224036149758247,0.9187163084644571,1.9439097944722203,3.1626159304956287,2.1483373718827314,4.6605330286748785,5.040419055802094,0.04521513574043252,0.1300782375856832,-0.05791432947562706,-0.17577497457032237,0.3939911984551436,-0.0843646203924065,-0.04296423245869645,-2.0777140394819022e-05,0.06525854695722823,0.19303562267053404,0.09562403622570699,0.21352285759116102,0.036969189394984434,0.002359866204551469,-0.07383340049539026,0.16586450125186772,0.37834189591206197,0.06008912925904764,-0.056508408831282414,-0.03573782456426372,-0.19120733453191563,-0.02940179406449523,-0.17958900864315588,-0.026379135383892145,0.11368884062209324,0.25244231035934206,1.330841962650942,-0.051543001642532706,-0.009971687418802364,AF03,7.0
3,20.432504999610103,5.035512209725577,1.8737348433702736,3.7910614006134815,-0.2835421417117543,3.613104031290958,0.6885305228458838,1.1079849609402896,2.703672629698692,4.1316588438211985,0.20236484627015197,0.4521132191459268,-0.008956958957891304,0.14928107526373804,0.42695288730294934,0.1775250079922007,0.17956382529350579,0.24213476218134058,0.2617059773389869,0.28744918497870897,0.2171029862889568,0.029856780040546815,0.04806960752606711,0.193596305595737,0.2075212445568672,0.07942429123327037,0.5927347446843578,-0.07414802920531967,0.1421521843086455,0.20859929364004814,0.027310535102370425,-0.10506177745756401,0.03744287885291669,0.09886371219039355,0.020563656448938067,0.6887667945815932,0.9167694979905905,-0.3383074356100871,0.2392434696706223,AF04,7.0
4,35.56175418759766,3.2711708372098802,3.2292899677517024,3.6817601124754167,0.4172461871410458,2.109009037797064,2.8970460426023594,3.4294912302082823,5.471313460910149,7.1312577529559364,0.10087320888555787,0.42951373860038644,0.08430902479477845,0.030062767690725935,0.10234220800851228,0.01980698249419212,-0.03206579969454841,0.08273561148115774,0.02108978326303752,0.02118493150797564,-0.006999524253256232,-0.16423487230337805,0.03716776736175351,-0.06840705581305967,-0.04179926515786185,-0.04291713005099447,0.2738201440240137,0.1531227988093059,-0.07659430133420328,0.015018318573306646,-0.00706199603601339,0.008323564481430422,-0.0036696176758547745,0.08213830436237701,0.05878927644096029,0.1303045876483461,0.7815062737075302,-0.004416944984864656,-0.05302219223576925,AF05,7.0
5,46.077266761886115,5.124809177072831,0.45943549920029275,3.5850877748552583,0.8181287925691335,0.19592294424128992,3.6337271001583704,2.109475628874402,4.21401684532352,5.125133346359726,0.31623202055196636,0.2735605034250679,0.688243465793228,0.34069764141480124,0.5349301731300643,0.3702877312630538,0.0506481558763075,0.12234503709265057,0.13735476172487399,0.29397480003216087,0.14423675519708695,-0.12538861388097797,-0.08458095609869277,0.162618743599477,0.6303514467529545,0.15340753213882238,0.40809655185023663,0.28771580856321727,0.0656940560647783,0.18252390481821426,-0.13936220949574274,0.08270759749529638,0.09016071029539208,0.11567210247949959,-0.042832557206846006,0.9878089709449016,0.8587041370191304,-0.005997092808737276,0.11870547022178848,AF06,7.0
6,38.10415574877725,4.634528908338609,1.7882448671702427,3.035309007441114,0.11208050437541678,-0.05942528478538679,3.6233488602750787,2.061183845137313,6.581621477925045,6.948543710859973,0.10193647734908054,0.6304132587255343,-0.025459718860609153,0.018599506827756095,0.19950204680227004,0.1006010143065297,0.06305913189620496,-0.5188808804414742,0.10192366710670316,-0.12194684503131036,0.01231606449595136,0.276951504854832,0.0060317087328421075,-0.06683952861945183,0.3269272279961269,0.2719018044236322,0.26159984981471035,0.049419244949894005,0.02915807250077771,-0.0442308886516529,-0.11125557298840182,-0.024991428864128747,0.006202776980434055,0.03161645521975278,0.0026165392427777052,0.6474591741256275,0.5036422111994449,-0.23751338438037928,-0.003666394380457623,AF07,7.0
7,44.88489389717498,4.534474870066295,2.0152492792057237,4.832887352270741,0.5241462725698146,0.7823148938922408,2.1175516589175447,3.8052912325241968,5.305226730403299,4.182994939028713,-0.08798984834432602,0.20947743338428323,0.11990682449140364,-0.002523493614170685,0.28913079931844976,0.29589215551769826,0.15053759426797247,0.10949001717730145,0.1661400232760273,0.0450320983509842,0.2040546593654876,0.07745670871940201,-0.012967674976847865,0.03772980609499281,-0.07866383771924723,-0.019265547323516808,0.16921812749718693,0.04654319106631235,0.013096337225411396,-0.009009797479671877,0.0016613966605753916,0.5418624008168226,-0.0011068593815272043,-0.05982929657285802,-0.05416272951264229,0.36112468907216,0.9376694711138006,0.022419856451707194,0.06598428069954147,AF08,7.0
8,29.63755433606864,6.925030035295286,1.7385636237873476,3.0524878236774655,1.8612542767852043,3.2535225445563,1.7476890088102,2.5595524533186684,3.770374173834469,5.157358495284062,0.11923236523021599,0.6717149965342012,0.22151497694425887,0.10067015955097201,0.19962672957057978,0.016551254195201044,0.25219383238705056,0.05349502567126074,-0.5776058020148928,-0.029420950975705032,-0.07166799623903787,-0.3698938314185885,0.1486622986655104,-0.29403659556764195,0.45721662346495273,0.33248813483818235,0.10822591605024695,0.08251614139901166,0.0158851002718142,-0.14159777368729998,0.11194827642258447,0.05688211543644227,-0.21773509491320867,-0.000667889323253148,0.05655592900480649,0.49014236055420674,1.0650604203581555,-0.13391030212946586,-0.21420070555391463,AF15,7.0
9,52.27070440646408,8.059567517975108,3.0790194115192597,5.122416199344474,2.205941211026456,1.8816532626423532,6.912679533695728,2.309414283610408,3.785451383158514,4.664401652445204,0.18904482399199735,-0.004089013619181323,0.43418083082902936,-0.19214827434283374,0.7444518112737492,0.2791139373028162,0.8125370427923505,-0.09336212455905371,-0.003312381902375132,0.18433160134462825,0.11373645965877484,-0.17504882195690452,0.15136241303582892,-0.19788376212134462,0.5713283091968527,0.0810111055809186,0.3649716416264833,0.1964250426306523,0.0169668793403325,0.06663456419834907,-0.1604825052699108,-0.09910136987953255,0.1622679182255581,-0.11010929019666467,-0.11618351759988865,0.5987473143253472,0.7160745764000065,0.06361841439905633,0.20266175927481117,AF16,7.0
